,index,participant.code,participant.mturk_assignment_id,session.code,session.label,session.mturk_HITId,survey.1.player.ip,survey.1.player.lat,survey.1.player.long,survey.1.player.zip,ip_location,ip_lat,ip_long,zip_ip_distance
130,183,scfsomqd,3GM6G9ZBKOA350ZK9UV66K6S3L1TMJ,bnwhita6,,37PGLWGSJTJGJELC43EKPGGOPJ6IK2,67.80.212.157,41.0704,-73.4377,6853,"{'iplat': '40.71280', 'iplong': '-74.00590'}",40.7128,-74.0059,38.65450159
909,1421,1unfb7xf,33NF62TLXKFE193CCO4MP1RFH2GJKD,bw6g695l,,3N2YPY1GI6BIJKD27O206ATDDS3VEX,24.239.76.56,41.0022,-80.6194,44514,"{'iplat': '40.86670', 'iplong': '-79.89490'}",40.8667,-79.8949,39.04956886
143,217,n23r474h,3IXEICO793W1GXESMEOPHO96DN8T6Z,g01kvru7,,39AYGO6AFFX1Y0BEZFXBK57NAOB6NY,68.230.145.212,42.3576,-71.1289,2134,"{'iplat': '41.82400', 'iplong': '-71.41280'}",41.824,-71.4128,39.61482003
535,842,1ri98ma5,3I3WADAZ9RHPK196LESLV8PJJ5B5OB,39muniop,,3SA4EMRVJVF6NA1CD5UMFT2RX3N0PQ,98.25.162.127,33.4863,-80.8739,29115,"{'iplat': '33.98106', 'iplong': '-81.23595'}",33.98106,-81.23595,39.96756923
536,843,ekxnr1w9,3JBT3HLQF9F5CF5W72CG9C14U9FPZJ,39muniop,,3SA4EMRVJVF6NA1CD5UMFT2RX3N0PQ,72.177.224.17,29.8785,-98.02,78666,"{'iplat': '29.63703', 'iplong': '-98.62996'}",29.63703,-98.62996,40.25440562
583,908,cfuvozpg,3NGMS9VZTMVNGLP2SNM4UQ7IGYDFFX,39muniop,,3SA4EMRVJVF6NA1CD5UMFT2RX3N0PQ,174.60.36.200,40.3172,-76.0334,19608,"{'iplat': '40.33370', 'iplong': '-76.79960'}",40.3337,-76.7996,40.47777304
119,171,ao551vsz,3PW9OPU9PRXCPCJIXTSCL59Z5XU12S,bnwhita6,,37PGLWGSJTJGJELC43EKPGGOPJ6IK2,172.14.118.218,34.128,-118.2891,90027,"{'iplat': '33.68460', 'iplong': '-117.82700'}",33.6846,-117.827,40.48646842
374,591,cf664ni6,3XCC1ODXDMOHA0KKXYXSNEPFQOUQRU,ll1e41pw,,3YCT0L9OMMM6LY9B6S0ELA3FSG4SN8,47.18.46.118,40.9484,-74.2424,7470,"{'iplat': '40.75997', 'iplong': '-73.50450'}",40.75997,-73.5045,40.78941619
755,1173,o33nnw7j,3KYQYYSHYWKKOEOZ0KA4TKDBWOZDOL,c72oerrg,,3UUSLRKAULGBGOY6TVO0UEVPRYW7DP,73.150.77.192,40.4366,-74.4168,8816,"{'iplat': '39.96657', 'iplong': '-74.90327'}",39.96657,-74.90327,41.40149026
203,311,g31mwjrv,36PW28KO4090EG8YMWG6Y7BR6W9EAI,g410nev8,,3PZDSVZ3J5UNJD70GR4WN7N9EX54NB,47.21.14.166,40.8083,-72.8551,11950,"{'iplat': '40.77030', 'iplong': '-73.65140'}",40.7703,-73.6514,41.84428935
772,1190,camcts8k,3V5Q80FXIY48ZFXXKX6V9YOW46F237,c72oerrg,,3UUSLRKAULGBGOY6TVO0UEVPRYW7DP,99.189.237.34,37.9655,-121.9527,94521,"{'iplat': '37.35410', 'iplong': '-121.95500'}",37.3541,-121.955,42.16601365
624,984,ol2x642p,3ZQIG0FLQFTEN4XNIR18G0W4ZWUVW4,6m41pf1n,,3XEIP58NL00DYAS4P7E74BWTA0AZLO,104.180.12.247,34.0892,-118.3272,90038,"{'iplat': '34.68680', 'iplong': '-118.15400'}",34.6868,-118.154,42.3638721
370,587,mqq98xvh,31QNSG6A5S61MD092QIMW6DFV6E781,ll1e41pw,,3YCT0L9OMMM6LY9B6S0ELA3FSG4SN8,67.81.119.103,40.815,-73.3629,11746,"{'iplat': '40.91680', 'iplong': '-74.17180'}",40.9168,-74.1718,42.95236451
594,922,c9x5mgv7,3W2LOLRXLCSVZXMPKTDVRSD6RIARKB,39muniop,,3SA4EMRVJVF6NA1CD5UMFT2RX3N0PQ,173.73.183.8,38.6506,-76.8145,20613,"{'iplat': '39.01121', 'iplong': '-77.47120'}",39.01121,-77.4712,43.29185338
789,1209,yo2yklaz,379J5II41PTHAZZ2JN5W7LR21VZLE9,c72oerrg,,3UUSLRKAULGBGOY6TVO0UEVPRYW7DP,98.238.29.240,26.5521,-82.0916,33956,"{'iplat': '27.09980', 'iplong': '-82.45430'}",27.0998,-82.4543,43.86144122
962,1486,uahw9i6a,3PZDLQMM0UYWCFTGDQHW21SQAJY2CB,bw6g695l,,3N2YPY1GI6BIJKD27O206ATDDS3VEX,66.30.90.76,42.087,-71.4078,2038,"{'iplat': '42.70700', 'iplong': '-71.16310'}",42.707,-71.1631,44.58743257
769,1187,prsq6h98,3FIUS151DWFZ8LHSERY4UW76IUPGGC,c72oerrg,,3UUSLRKAULGBGOY6TVO0UEVPRYW7DP,68.224.203.96,41.9865,-72.2535,6076,"{'iplat': '41.82400', 'iplong': '-71.41280'}",41.824,-71.4128,44.77151406
748,1165,59pus43p,3TUI152ZZC0THVL3Z4IDHN72MSC1QP,c72oerrg,,3UUSLRKAULGBGOY6TVO0UEVPRYW7DP,69.180.96.78,25.6044,-80.3352,33157,"{'iplat': '26.23790', 'iplong': '-80.12480'}",26.2379,-80.1248,45.53435361
454,711,rdkb035c,3E13VNJ1NO8G0XXKMWD48LGGVG7I1B,7oj5suby,,304QEQWKZPXO2APBY5H7QTX1NYR0O9,68.36.14.190,42.2061,-83.2047,48195,"{'iplat': '42.37880', 'iplong': '-84.08020'}",42.3788,-84.0802,46.42096141
4,4,fp3vawu4,32SCWG5HIIH3O5LL5XF5CE89OI1P60,hap6zgo3,,3K3G488TR2LQITOSAOFNWTOSJ3SQ5S,98.17.17.61,31.0472,-83.1006,31635,"{'iplat': '31.71490', 'iplong': '-83.25270'}",31.7149,-83.2527,46.87152667
758,1176,6st0t623,3RANCT1ZVGUMMMACIAV7X0H0BPBBUP,c72oerrg,,3UUSLRKAULGBGOY6TVO0UEVPRYW7DP,24.12.250.37,42.0062,-88.7035,60178,"{'iplat': '41.88500', 'iplong': '-87.78450'}",41.885,-87.7845,48.08430388
456,713,nf6fden3,3RSDURM96BZ1AY6122UM1TTYA89EYW,7oj5suby,,304QEQWKZPXO2APBY5H7QTX1NYR0O9,67.167.173.25,42.3949,-83.1381,48238,"{'iplat': '42.37880', 'iplong': '-84.08020'}",42.3788,-84.0802,48.21801552
905,1417,kzm62k46,3DYGAII7PMLWYN45K6T3IJP0P7EQPC,bw6g695l,,3N2YPY1GI6BIJKD27O206ATDDS3VEX,69.125.227.61,41.0644,-74.8034,7860,"{'iplat': '40.71280', 'iplong': '-74.00590'}",40.7128,-74.0059,48.29844763
308,474,om1m0w1u,3ATTHHXXWB1OQYIDTPYB3UKH0VXXIT,l4vvkf1o,,3L7SUC0TTU70274ZLP2UYP8WSYC0MU,76.206.14.67,34.1778,-118.4614,91411,"{'iplat': '33.68460', 'iplong': '-117.82700'}",33.6846,-117.827,49.83869268
600,928,e2661gyx,3NQL1CS15SLIC9SNXSJW1XHKA3XYV7,39muniop,,3SA4EMRVJVF6NA1CD5UMFT2RX3N0PQ,76.97.166.178,34.4607,-84.1518,30534,"{'iplat': '33.74900', 'iplong': '-84.38800'}",33.749,-84.388,50.88899811
29,50,0tq85pbh,37TD41K0AIMPHEAE75W2TJ5U7OJSCB,pqntdh2k,,3EFNPKWBMS1ZGLWPF7XF2QZQS3403F,108.64.75.194,38.0951,-122.1261,94510,"{'iplat': '37.35410', 'iplong': '-121.95500'}",37.3541,-121.955,51.95676345
708,1111,370xh9ci,3UJ1CZ6IZI24IT1ZSV9UFDZKGVX5ST,c72oerrg,,3UUSLRKAULGBGOY6TVO0UEVPRYW7DP,76.221.209.152,42.2617,-85.2388,49015,"{'iplat': '42.96340', 'iplong': '-85.66810'}",42.9634,-85.6681,53.15061857
508,772,c6d859mh,3Z4XG4ZF494V1S60K3MKQ5Q3XZ0X8T,7oj5suby,,304QEQWKZPXO2APBY5H7QTX1NYR0O9,173.79.83.10,38.2711,-77.1728,22485,"{'iplat': '39.01121', 'iplong': '-77.47120'}",39.01121,-77.4712,53.54235965
470,728,e02hvawa,34HJIJKLP692E2E38LVPL8DDF2D4V7,7oj5suby,,304QEQWKZPXO2APBY5H7QTX1NYR0O9,108.202.77.206,38.0946,-122.2539,94590,"{'iplat': '37.35410', 'iplong': '-121.95500'}",37.3541,-121.955,53.6304527
46,70,cwmokqt7,3H7Z272LX8KL7QOSS1L71XQ6EDQPL8,pqntdh2k,,3EFNPKWBMS1ZGLWPF7XF2QZQS3403F,71.234.3.105,41.138,-73.3442,6880,"{'iplat': '41.76370', 'iplong': '-72.68510'}",41.7637,-72.6851,55.09619292
775,1193,8fv475i0,3QAVNHZ3ENHEKMIQ3I3AB21BGGYAL0,c72oerrg,,3UUSLRKAULGBGOY6TVO0UEVPRYW7DP,173.72.156.75,38.2089,-77.4029,22408,"{'iplat': '39.01121', 'iplong': '-77.47120'}",39.01121,-77.4712,55.46441325
633,993,8fnoh1qn,3WJEQKOXA9F1UFEMA8LRRNSXI9L1AB,6m41pf1n,,3XEIP58NL00DYAS4P7E74BWTA0AZLO,196.17.66.217,34.248,-119.1845,93036,"{'iplat': '34.05220', 'iplong': '-118.24400'}",34.0522,-118.244,55.55826394
193,280,a54wrdrx,3VHHR074H4UW1KKSWFRQ1BZLEL4L7L,q40of133,,3IV1AEQ4DRQSJO3HDW2HBCMX7ZW8JI,196.17.65.194,34.248,-119.1845,93036,"{'iplat': '34.05220', 'iplong': '-118.24400'}",34.0522,-118.244,55.55826394
957,1481,lv32t2bq,3L4PIM1GQUTQJ2B6O8EM00SHPZPYRN,bw6g695l,,3N2YPY1GI6BIJKD27O206ATDDS3VEX,73.198.108.165,40.6532,-74.3461,7090,"{'iplat': '39.96657', 'iplong': '-74.90327'}",39.96657,-74.90327,55.7723158
227,357,193smjyx,3JWH6J9I9TQ9RWQ3L9JLJ5P626VBNZ,cqce6pqr,20201116_1330 1,336OE47KI2XC0KZTSOW6SG0DKT5WV5,72.204.38.125,36.1876,-94.2397,72762,"{'iplat': '35.38590', 'iplong': '-94.39850'}",35.3859,-94.3985,55.98784198
23,25,5luwbowu,3VHP9MDGROXGD95S1LW3MKMFIYPFCF,hap6zgo3,,3K3G488TR2LQITOSAOFNWTOSJ3SQ5S,68.11.168.140,30.1546,-92.0283,70508,"{'iplat': '30.45830', 'iplong': '-91.14030'}",30.4583,-91.1403,57.04853278
762,1180,yokembz6,3AMW0RGHOEFBVQRD4E1MEPUVKXXPNW,c72oerrg,,3UUSLRKAULGBGOY6TVO0UEVPRYW7DP,98.220.71.127,42.9512,-87.9445,53221,"{'iplat': '42.16560', 'iplong': '-88.29430'}",42.1656,-88.2943,57.08779335
546,856,tl8g38rs,3IKZ72A5B5TZ4D2JQB5H2VGRIPKNFX,39muniop,,3SA4EMRVJVF6NA1CD5UMFT2RX3N0PQ,76.97.62.22,34.0275,-83.2083,30628,"{'iplat': '33.91800', 'iplong': '-84.19380'}",33.918,-84.1938,57.09172803
560,873,v7cn3y2w,3E1QT0TDFQMYBXH5LHMJNV3O9MDI8V,39muniop,,3SA4EMRVJVF6NA1CD5UMFT2RX3N0PQ,68.11.155.78,29.9088,-91.8623,70560,"{'iplat': '30.45830', 'iplong': '-91.14030'}",30.4583,-91.1403,57.44109804
767,1185,poht8ngn,374TNBHA8C8Q71W6BTPMVAICTDNYQM,c72oerrg,,3UUSLRKAULGBGOY6TVO0UEVPRYW7DP,64.203.185.36,37.7785,-80.0497,24426,"{'iplat': '38.05830', 'iplong': '-79.01420'}",38.0583,-79.0142,59.77670988
192,279,u78vicp4,3KOPY89HM9F85BV5RICN8FAD5UI3J1,q40of133,,3IV1AEQ4DRQSJO3HDW2HBCMX7ZW8JI,173.216.5.148,35.7926,-91.6656,72501,"{'iplat': '34.97450', 'iplong': '-92.01650'}",34.9745,-92.0165,59.77765946
496,760,19ta8o70,3OB0CAO74I2DU8X3S32SMWQB2OCHYQ,7oj5suby,,304QEQWKZPXO2APBY5H7QTX1NYR0O9,66.113.55.198,48.4628,-111.732,59474,"{'iplat': '47.61260', 'iplong': '-111.98000'}",47.6126,-111.98,59.85446621
426,653,7vhcbvuv,3TMFV4NEP9RGCS1AAYQYOMCWOY68WP,ll1e41pw,,3YCT0L9OMMM6LY9B6S0ELA3FSG4SN8,72.192.57.219,41.9844,-72.5581,6082,"{'iplat': '41.82400', 'iplong': '-71.41280'}",41.824,-71.4128,60.07786606
124,177,xa45qrv8,30JNVC0ORAX4L66H1TLY9AN92S3QHT,bnwhita6,,37PGLWGSJTJGJELC43EKPGGOPJ6IK2,71.105.4.222,41.3836,-73.0946,6483,"{'iplat': '40.79030', 'iplong': '-73.95970'}",40.7903,-73.9597,60.960849
300,465,iadcy3n7,37QW5D2ZRHZN5BK1QTGXRX9BIKQS88,l4vvkf1o,,3L7SUC0TTU70274ZLP2UYP8WSYC0MU,208.54.40.187,42.9877,-82.4665,48060,"{'iplat': '43.01250', 'iplong': '-83.68750'}",43.0125,-83.6875,61.88769723
168,251,ny27c4z8,3QEMNNSB2YCD38W0JYT2IYRG5C2D7X,q40of133,,3IV1AEQ4DRQSJO3HDW2HBCMX7ZW8JI,24.61.162.125,43.1691,-71.4107,3275,"{'iplat': '42.28090', 'iplong': '-71.23780'}",42.2809,-71.2378,61.93752787
147,221,d5jz1qs1,3HPZF4IVNN6MD0MN6BORB5TVOBZCYX,g01kvru7,,39AYGO6AFFX1Y0BEZFXBK57NAOB6NY,73.195.109.239,40.865,-74.8227,7840,"{'iplat': '39.96657', 'iplong': '-74.90327'}",39.96657,-74.90327,62.13594444
817,1273,gomil6l9,3IKZ72A5B5TZ4D2JQB5H2VGRIQ4FNB,8oh6coid,,3Z33IC0JC0Z1OOMLZDMEEWS2MVNV9N,98.209.182.252,42.2754,-84.4075,49202,"{'iplat': '42.63890', 'iplong': '-83.29100'}",42.6389,-83.291,62.33681592
245,376,sgqa3kz5,3G5W44VEU8V4A7DB4IJJSOZZOOWGKU,cqce6pqr,20201116_1330 1,336OE47KI2XC0KZTSOW6SG0DKT5WV5,24.63.9.252,41.1362,-73.5741,6903,"{'iplat': '41.76370', 'iplong': '-72.68510'}",41.7637,-72.6851,63.29148649
913,1425,zu2egcix,38F5OAUN5OPUFO125UCS9J6EYQCH70,bw6g695l,,3N2YPY1GI6BIJKD27O206ATDDS3VEX,23.121.176.177,38.2399,-84.5524,40324,"{'iplat': '38.25270', 'iplong': '-85.75850'}",38.2527,-85.7585,65.60950183
451,708,punkzk8o,3WMINLGALCGLHIOKQ5AB8JBOM5TACP,7oj5suby,,304QEQWKZPXO2APBY5H7QTX1NYR0O9,24.24.237.15,34.0454,-118.4436,90025,"{'iplat': '34.14498', 'iplong': '-117.30240'}",34.14498,-117.3024,65.79630717
423,650,l3d8vz1h,3RRCEFRB7NPN5OGX344PKWJ6CBQB43,ll1e41pw,,3YCT0L9OMMM6LY9B6S0ELA3FSG4SN8,71.63.47.189,37.5408,-77.4393,23219,"{'iplat': '37.43160', 'iplong': '-78.65690'}",37.4316,-78.6569,67.33533257
41,65,c7eay6gv,3WI0P0II625NLRGFSCR8NFIG6NFRDR,pqntdh2k,,3EFNPKWBMS1ZGLWPF7XF2QZQS3403F,108.200.221.90,28.2238,-80.7098,32940,"{'iplat': '29.21080', 'iplong': '-81.02280'}",29.2108,-81.0228,70.57801908
11,11,d75u3kea,3K2755HG5TGQI1B61HRE6Q4X3Y1FDF,hap6zgo3,,3K3G488TR2LQITOSAOFNWTOSJ3SQ5S,209.66.20.149,39.2946,-76.4357,21221,"{'iplat': '39.73930', 'iplong': '-75.22410'}",39.7393,-75.2241,71.64012
523,829,hop6nlpk,31JLPPHS2V7M6MM27V4SGBRZ59K3OJ,39muniop,,3SA4EMRVJVF6NA1CD5UMFT2RX3N0PQ,69.174.160.9,40.7858,-85.7917,46992,"{'iplat': '39.75950', 'iplong': '-86.17070'}",39.7595,-86.1707,73.58974328
678,1050,w8o31p18,3ZSANO2JCGKWKQUOY7M31PQX5QGSF6,6m41pf1n,,3XEIP58NL00DYAS4P7E74BWTA0AZLO,148.74.187.172,41.7904,-73.8847,12538,"{'iplat': '40.70560', 'iplong': '-73.97800'}",40.7056,-73.978,75.01815045
829,1285,p4pd30xn,3ZPBJO59KQEAWX2CW7FE9BGAK1FHDT,8oh6coid,,3Z33IC0JC0Z1OOMLZDMEEWS2MVNV9N,157.131.200.170,37.7219,-121.0437,95356,"{'iplat': '37.77490', 'iplong': '-122.41900'}",37.7749,-122.419,75.4028222
933,1456,wy009cdk,3DBQWDE4Y7B72G9UKZS8GJPETXTN55,bw6g695l,,3N2YPY1GI6BIJKD27O206ATDDS3VEX,66.97.100.233,43.7252,-89.0647,53946,"{'iplat': '44.51430', 'iplong': '-88.01660'}",44.5143,-88.0166,75.4030739
780,1198,0ssvo0a3,3XM0HYN6NLC71KE0BFY3O20M65XEPX,c72oerrg,,3UUSLRKAULGBGOY6TVO0UEVPRYW7DP,107.5.67.248,41.8538,-84.337,49247,"{'iplat': '42.63890', 'iplong': '-83.29100'}",42.6389,-83.291,76.2464547
541,850,1a3yeai0,3M0NZ3JDP2B1J5NDNN32B6WN39E5ZD,39muniop,,3SA4EMRVJVF6NA1CD5UMFT2RX3N0PQ,24.181.86.133,33.4993,-86.8804,35208,"{'iplat': '34.60740', 'iplong': '-86.97980'}",34.6074,-86.9798,76.58790528
750,1167,mg9bmnwh,3WLEIWSYHPUNTN4WZIVXDSP6NBUH2Q,c72oerrg,,3UUSLRKAULGBGOY6TVO0UEVPRYW7DP,72.48.60.203,30.5082,-97.6789,78680,"{'iplat': '31.54930', 'iplong': '-97.14670'}",31.5493,-97.1467,78.36436156
471,729,bzmy3zeq,31Z0PCVWULSKKXSX5OTHN2929JN7TE,7oj5suby,,304QEQWKZPXO2APBY5H7QTX1NYR0O9,74.132.38.45,37.1246,-85.9088,42127,"{'iplat': '38.26062', 'iplong': '-85.70656'}",38.26062,-85.70656,79.1272338
396,620,lwcyi8he,3X65QVEQI102D1FONWZ1HXRZGH8LCY,ll1e41pw,,3YCT0L9OMMM6LY9B6S0ELA3FSG4SN8,66.74.35.25,32.7601,-116.9993,91941,"{'iplat': '33.72170', 'iplong': '-116.21943'}",33.7217,-116.21943,80.1945756
197,305,18nuufyh,3R8YZBNQ9IV7SH05OKZMIXYFORRQ7F,g410nev8,,3PZDSVZ3J5UNJD70GR4WN7N9EX54NB,50.32.133.26,41.3549,-75.9889,18612,"{'iplat': '41.15230', 'iplong': '-77.50680'}",41.1523,-77.5068,80.27538115
866,1334,1ajpgk8a,326O153BMJBYCNBA6678O8JXSMVEDK,8oh6coid,,3Z33IC0JC0Z1OOMLZDMEEWS2MVNV9N,73.64.187.218,40.6004,-76.2002,17972,"{'iplat': '39.96657', 'iplong': '-74.90327'}",39.96657,-74.90327,81.29475103
386,605,nxbq9fz4,3WJEQKOXA9F1UFEMA8LRRNSXI8DA1A,ll1e41pw,,3YCT0L9OMMM6LY9B6S0ELA3FSG4SN8,47.218.92.80,30.6079,-96.324,77840,"{'iplat': '29.76020', 'iplong': '-95.36940'}",29.7602,-95.3694,81.68736029
224,354,a0terest,3NS0A6KXC5LZZ2CX4JMTF3NCSXVGZ2,cqce6pqr,20201116_1330 1,336OE47KI2XC0KZTSOW6SG0DKT5WV5,64.39.93.121,45.6684,-68.7695,4462,"{'iplat': '44.73340', 'iplong': '-69.79880'}",44.7334,-69.7988,81.81699684
744,1160,ep9rnyoc,39RP059MEI639E53984L6Q06Y35BMU,c72oerrg,,3UUSLRKAULGBGOY6TVO0UEVPRYW7DP,50.86.51.137,31.2609,-90.4584,39666,"{'iplat': '32.43730', 'iplong': '-90.14720'}",32.4373,-90.1472,83.09470815
194,300,xfbe68f4,3B1NLC6UG095LYARHAORO5LYIYOGPH,g410nev8,,3PZDSVZ3J5UNJD70GR4WN7N9EX54NB,71.59.101.142,40.2696,-75.4041,19438,"{'iplat': '40.78310', 'iplong': '-73.97130'}",40.7831,-73.9713,83.34402526
305,470,gxqv5d51,3K2755HG5TGQI1B61HRE6Q4X4LSFDH,l4vvkf1o,,3L7SUC0TTU70274ZLP2UYP8WSYC0MU,24.210.46.55,41.2205,-82.5902,44857,"{'iplat': '40.00288', 'iplong': '-82.67468'}",40.00288,-82.67468,84.13439937
387,607,9pgp0b2a,3KKG4CDWKJB4HV105KQTTQOGOAU49R,ll1e41pw,,3YCT0L9OMMM6LY9B6S0ELA3FSG4SN8,196.17.67.26,34.4363,-119.6847,93103,"{'iplat': '34.05220', 'iplong': '-118.24400'}",34.0522,-118.244,86.61076423
638,998,bheh3wcq,352YTHGROWQXW1JJ3WEL67M47OM4H3,6m41pf1n,,3XEIP58NL00DYAS4P7E74BWTA0AZLO,24.246.174.54,35.2876,-82.3887,28731,"{'iplat': '35.22710', 'iplong': '-80.84310'}",35.2271,-80.8431,87.49555664
432,689,isbxp7qi,32Z9ZLUT1MX10UT1MGTUK5S9OE2HO4,7oj5suby,,304QEQWKZPXO2APBY5H7QTX1NYR0O9,72.172.203.116,37.7005,-92.6416,65536,"{'iplat': '38.21080', 'iplong': '-91.16120'}",38.2108,-91.1612,88.17115986
126,179,rjqm2z4v,3I0BTBYZAYY2J8R7UVV7G4RUFKIY02,bnwhita6,,37PGLWGSJTJGJELC43EKPGGOPJ6IK2,68.32.162.14,33.4464,-86.7408,35243,"{'iplat': '34.73040', 'iplong': '-86.58610'}",34.7304,-86.5861,88.94315994
681,1053,5yzds0ky,3EFVCAY5L4MU681B3Z7JZWIOM3R8JQ,6m41pf1n,,3XEIP58NL00DYAS4P7E74BWTA0AZLO,71.199.171.207,33.8635,-84.7704,30141,"{'iplat': '32.86610', 'iplong': '-83.79310'}",32.8661,-83.7931,88.98736752
95,134,wv8e9os2,3K9FOBBF2IWL45CFCM8FX8LBEZYLNJ,morw9hf0,,38XPGNCKHTD0RIG9IIQNXOHM0ZCV4M,75.137.248.205,33.4993,-86.8804,35208,"{'iplat': '32.36835', 'iplong': '-86.13037'}",32.36835,-86.13037,89.29525665
361,575,bkk004qy,3DPNQGW4LMSHZCZ27DNH9GXEY9M46G,ll1e41pw,,3YCT0L9OMMM6LY9B6S0ELA3FSG4SN8,74.89.203.50,41.1028,-72.3741,11944,"{'iplat': '40.71280', 'iplong': '-74.00590'}",40.7128,-74.0059,89.56490971
800,1252,lbfr6p0s,3K9FOBBF2IWL45CFCM8FX8LBFMPLNL,8oh6coid,,3Z33IC0JC0Z1OOMLZDMEEWS2MVNV9N,140.177.244.173,40.8424,-89.6648,61525,"{'iplat': '40.09730', 'iplong': '-88.24590'}",40.0973,-88.2459,90.73769418
344,555,do1c5o4y,3MH9DQ757XPID3INYWNLYB8XR0CUGU,ll1e41pw,,3YCT0L9OMMM6LY9B6S0ELA3FSG4SN8,108.237.4.51,35.0076,-99.0612,73651,"{'iplat': '35.46760', 'iplong': '-97.51640'}",35.4676,-97.5164,92.94832424
40,64,32r4q7em,3H7Z272LX8KL7QOSS1L71XQ6EDQPL8,pqntdh2k,,3EFNPKWBMS1ZGLWPF7XF2QZQS3403F,24.22.214.21,46.1421,-122.7748,98626,"{'iplat': '47.46680', 'iplong': '-122.34100'}",47.4668,-122.341,93.78928492
707,1110,v6p18l9n,3JNQLM5FT5ZPFJNMQ3AV5KID4RYL2U,c72oerrg,,3UUSLRKAULGBGOY6TVO0UEVPRYW7DP,72.42.199.140,41.1988,-85.8784,46580,"{'iplat': '40.73640', 'iplong': '-84.16330'}",40.7364,-84.1633,95.2115176
48,72,0am9clgr,3EQHHY4HQT51SOS8XVFDQZGHRW35GW,pqntdh2k,,3EFNPKWBMS1ZGLWPF7XF2QZQS3403F,162.245.106.150,38.7032,-93.2368,65301,"{'iplat': '37.33730', 'iplong': '-92.90850'}",37.3373,-92.9085,95.89409054
190,276,6eotgds5,3QAVNHZ3ENHEKMIQ3I3AB21BFTALAC,q40of133,,3IV1AEQ4DRQSJO3HDW2HBCMX7ZW8JI,73.213.133.61,39.4146,-76.5718,21286,"{'iplat': '39.96657', 'iplong': '-74.90327'}",39.96657,-74.90327,96.74047238
609,967,a7catosv,3WQ3B2KGE9T6DPJEGMLNMYC30R61B6,6m41pf1n,,3XEIP58NL00DYAS4P7E74BWTA0AZLO,70.190.164.230,32.2142,-110.8838,85711,"{'iplat': '33.41520', 'iplong': '-111.83100'}",33.4152,-111.831,99.43452904
65,101,w4ytqlkk,3P1L2B7AD223MQCRD18SCXLG48ULON,morw9hf0,,38XPGNCKHTD0RIG9IIQNXOHM0ZCV4M,73.135.17.30,39.318,-76.5753,21213,"{'iplat': '39.96657', 'iplong': '-74.90327'}",39.96657,-74.90327,99.77413661
431,688,yov01t40,3FUI0JHJPYBXKXTGOXK0S8TOAIO33O,7oj5suby,,304QEQWKZPXO2APBY5H7QTX1NYR0O9,73.135.17.30,39.318,-76.5753,21213,"{'iplat': '39.96657', 'iplong': '-74.90327'}",39.96657,-74.90327,99.77413661
103,155,zgjjad4e,3CN4LGXD5Y1JIW98DWI9S7H7WWYY4I,bnwhita6,,37PGLWGSJTJGJELC43EKPGGOPJ6IK2,68.119.83.48,33.4645,-86.8066,35209,"{'iplat': '32.65050', 'iplong': '-85.38065'}",32.6505,-85.38065,99.96948131
527,834,us597021,3SKEMFQBZ4IPHS7TLK7V0BI11Q28KW,39muniop,,3SA4EMRVJVF6NA1CD5UMFT2RX3N0PQ,73.59.173.206,39.3824,-76.7259,21208,"{'iplat': '39.96657', 'iplong': '-74.90327'}",39.96657,-74.90327,105.1923146
783,1202,eizbpjdd,33CKWXB73KX50R1MEPSYGMZUEGO11Y,c72oerrg,,3UUSLRKAULGBGOY6TVO0UEVPRYW7DP,100.19.100.76,39.8254,-75.7641,19311,"{'iplat': '39.01121', 'iplong': '-77.47120'}",39.01121,-77.4712,107.2291359
156,231,fdd3clv4,351SEKWQS1UWOB3NN4VR1GO601XMDH,g01kvru7,,39AYGO6AFFX1Y0BEZFXBK57NAOB6NY,66.208.97.217,30.0981,-99.4836,78025,"{'iplat': '31.42070', 'iplong': '-100.46800'}",31.4207,-100.468,108.3088137
144,218,41pqwzbg,3X31TUMD7YZIQY5Q7ZAH0188BZ4L1O,g01kvru7,,39AYGO6AFFX1Y0BEZFXBK57NAOB6NY,69.174.157.105,40.3149,-86.8862,47909,"{'iplat': '38.93200', 'iplong': '-85.90130'}",38.932,-85.9013,108.9164701
99,150,d4bg9mk7,3EA3QWIZ4J8H9H9TOFXEERZBMCHTI3,bnwhita6,,37PGLWGSJTJGJELC43EKPGGOPJ6IK2,73.134.147.120,38.3872,-75.1024,21842,"{'iplat': '39.96657', 'iplong': '-74.90327'}",39.96657,-74.90327,109.4744129
481,741,axdjc6h7,3DBQWDE4Y7B72G9UKZS8GJPETV75NX,7oj5suby,,304QEQWKZPXO2APBY5H7QTX1NYR0O9,69.247.120.126,32.2248,-90.9011,39180,"{'iplat': '31.32710', 'iplong': '-89.29030'}",31.3271,-89.2903,113.1968509
919,1433,gp5o4ls9,3F1567XTNXIB60OY3HX6WTPLK3WQ9H,bw6g695l,,3N2YPY1GI6BIJKD27O206ATDDS3VEX,24.237.158.224,59.8116,-151.6403,99556,"{'iplat': '61.19730', 'iplong': '-149.87800'}",61.1973,-149.878,113.236019
695,1068,ycf6r7z8,3A9AA95ATXZ751L70E50K8U9TCZP58,6m41pf1n,,3XEIP58NL00DYAS4P7E74BWTA0AZLO,208.203.217.151,37.288,-77.3891,23834,"{'iplat': '38.90720', 'iplong': '-77.03690'}",38.9072,-77.0369,113.3156347
